label,comp-1,comp-2
1,35.2346,-28.468143
2,20.996914,6.376178
7,36.054348,46.35488
3,-15.791147,15.229171
7,-0.15601769,38.121986
7,30.84514,16.718813
2,-12.577863,-4.957754
6,9.765467,-1.0784053
1,32.750267,-22.835114
7,22.97571,27.288406
5,-29.727858,13.576499
6,5.044804,11.273698
6,-11.670812,1.15017
1,39.53409,-10.893132
7,25.331665,18.602772
6,-0.26844716,0.3416884
3,-22.980782,-5.0564733
1,50.260147,3.3763235
6,4.3524384,-44.21601
5,-18.295166,17.129366
7,28.59053,46.583656
4,8.084472,22.841042
2,8.047548,-13.188911
7,-7.693626,26.83645
0,-42.67161,-21.373747
3,-18.429487,10.442821
0,-53.84875,-18.35498
4,40.48955,-12.358203
1,36.701393,-3.2051759
1,37.704247,-3.7070994
7,32.71833,30.460182
7,13.322073,45.764626
1,36.201332,-25.878397
1,48.654488,-2.1621292
6,-9.663423,-0.45919722
5,-27.743456,-23.590284
7,30.849617,0.5971701
5,-13.469258,21.157642
0,-55.336403,-25.750685
6,-2.4377801,-56.02722
6,-7.9708443,-48.713596
0,-53.530113,-27.615643
4,-5.480204,39.399647
1,38.620434,-2.715152
2,15.103961,-7.860508
3,4.732414,-29.336172
4,-3.9844782,38.339893
4,9.7228565,23.674679
6,-3.465125,-41.0228
6,4.116236,4.485034
0,-51.942303,-15.600424
7,12.902176,42.671677
5,-17.524244,-35.635693
6,-2.529429,3.0540638
7,32.280453,-1.2075435
0,-48.986145,-30.566519
3,-32.470844,-0.9715576
5,-14.328741,16.48814
4,-4.897581,39.45658
5,23.232874,1.210737
7,-0.62027687,40.338078
6,2.947216,-52.409363
7,35.03386,45.11446
1,49.738415,-0.57964444
7,-6.1026483,52.822998
6,4.9441676,-47.101017
1,35.713516,-16.108463
3,-16.751862,11.920226
6,27.266459,-27.572567
3,-13.186596,17.231232
7,16.425774,36.844078
1,51.638165,1.8821964
2,-3.0077815,-29.336481
7,35.015472,19.317877
7,36.45203,6.973255
7,-7.711678,26.815819
0,-45.281403,-17.539116
2,1.3367932,-19.584497
3,-23.884825,-1.4652953
1,50.357956,-1.8231865
1,34.72973,-16.616243
4,8.581626,22.422083
2,14.561173,-26.580254
5,-13.763616,18.777882
6,-3.8982964,-46.764366
0,-21.499004,10.6066475
7,22.10277,40.48703
6,0.34627253,-54.263065
2,17.487005,-8.898152
6,-29.867945,-2.6027813
7,0.48254645,37.274918
2,-12.539596,-5.1449194
3,-22.793404,-0.13896127
3,-31.276,-17.914038
6,-12.144647,-41.97036
7,12.2837515,44.35511
1,33.33205,-10.469714
4,-1.7268444,-39.8299
3,-24.704584,-3.8883467
3,-31.38904,-17.809153
0,-48.28243,-19.436686
7,31.921131,17.542772
7,25.112085,36.178047
1,50.830807,0.88313574
7,25.687313,45.20165
7,35.35028,19.05389
3,-32.26663,2.5133173
6,1.6854864,-53.669147
4,-22.746952,50.478043
7,22.666166,30.779366
5,-37.41952,-10.075768
4,9.238673,22.177862
4,-3.8768713,37.021656
2,23.241772,1.2342052
7,22.111952,46.881397
7,21.43456,30.340338
0,-13.455785,-33.007507
7,20.019073,30.3823
6,-5.6445737,-1.2561818
4,8.973939,22.363653
4,-13.336558,48.756283
7,23.016445,27.367308
1,37.18934,-21.088947
2,6.793234,-18.661848
4,-0.97789216,54.940125
7,10.120172,44.380108
3,-8.442591,-11.228238
0,-50.394485,-32.56977
4,6.012071,32.584835
1,45.370438,-11.319407
6,-2.3593004,-43.207752
2,10.677362,-18.551172
6,-4.530498,-52.606464
3,-12.88681,-18.647026
7,29.507717,51.745625
4,0.3954458,53.259563
2,16.049349,-20.44042
6,-10.992042,-56.719215
6,-28.826902,46.892105
7,31.621984,44.09253
1,33.025227,-34.78266
6,0.42080677,12.128579
7,-16.838629,48.24921
0,-43.242107,-31.681631
4,-22.44889,50.339222
1,42.823833,-14.030368
4,-11.849363,46.085285
2,11.252799,-18.794489
1,35.486324,-20.07721
3,0.106886715,8.27833
6,-4.3903117,-52.91388
4,7.5494723,47.901287
6,-9.1370535,-48.146767
7,35.157143,30.892242
5,-38.886257,-5.9816957
6,0.5683441,9.391382
7,32.441334,46.80363
0,-55.587994,-34.25328
5,-33.168846,-12.340011
1,46.900074,-10.550978
4,-11.663614,50.012066
2,17.868246,-13.808593
6,3.2346098,-0.45100883
4,6.20309,57.17738
7,26.645033,51.733723
7,32.73969,34.292492
3,-22.162401,-6.029157
6,-40.13924,-33.107376
4,-4.235797,47.112595
7,10.626857,41.838177
5,-27.1058,-15.935947
6,-1.4730072,11.776418
6,-15.632953,-50.882442
7,30.453806,44.187557
3,-25.339876,0.40691504
4,4.205824,26.426527
6,-1.9970073,-42.823616
7,30.508106,35.430702
1,35.718254,-22.489788
7,30.776918,44.38293
4,-5.086664,45.489033
3,-12.53721,-18.490105
3,-21.426702,-19.475353
7,18.271223,28.517994
6,-5.7905574,-1.0524275
6,0.18207975,5.9649796
1,31.19268,-27.03963
6,14.716364,42.79029
6,-2.7332036,-40.845055
3,-11.908342,-19.035786
1,31.969467,-21.631016
1,40.328903,-23.937864
3,9.503226,44.333744
5,-17.749643,28.419144
2,15.211386,-17.881413
6,-1.1455964,10.118504
4,1.6504302,56.4101
2,16.809078,-14.468021
7,16.022942,29.391008
7,29.45964,43.402534
1,31.795364,-25.690298
4,8.889627,49.14831
6,-7.5057516,0.56370884
2,16.661913,-14.458855
7,-2.107039,38.76829
6,-6.2929225,-46.669804
4,-5.629686,54.350983
1,44.66629,-16.95684
3,24.605927,-10.818609
4,8.713598,49.13894
2,15.897689,-11.688888
5,-22.213253,16.934273
2,10.662784,-27.954237
5,-22.21079,16.987772
6,-15.039618,-54.526707
6,0.4872467,10.910746
0,-40.965828,-27.558868
6,-15.124405,-58.397602
2,30.375317,-15.275191
4,9.270396,48.08373
7,6.6324196,42.69608
4,9.157923,48.585728
7,26.305754,23.930597
4,10.304297,47.907066
5,-55.935265,-8.7499895
1,44.886765,-15.787483
5,-30.081463,-15.279036
6,-2.5985866,10.977939
4,7.8297153,32.273632
7,29.242228,42.41662
7,-16.471466,-0.8509122
5,-16.34227,27.238642
7,18.162277,24.77661
5,-16.484184,27.358559
7,-0.14878696,38.701286
1,44.788574,-16.932812
5,-36.93381,15.882118
6,0.4863992,8.97984
3,-33.15657,4.3426023
7,11.430781,42.405243
7,18.971706,28.085484
1,43.647434,-18.170609
6,3.604913,-4.4630027
3,-13.635996,-17.752554
6,-2.936029,3.0908978
6,-8.634274,-57.797005
5,-29.937935,13.772085
2,15.979337,-5.856117
7,29.984968,35.850456
2,7.1016517,-8.018524
7,33.608723,16.968378
6,-6.1419272,-60.134712
0,-45.874474,-30.724066
7,10.532071,41.24348
7,35.57388,47.82387
7,18.128983,29.704927
4,-12.679702,49.21506
6,-4.775236,-49.27829
0,-55.5422,-21.261673
5,-14.388755,27.352509
3,-26.071898,-12.219466
5,-17.67544,28.232012
7,-13.040836,56.216396
3,-11.925223,-18.151844
7,19.733597,24.440897
3,-11.679084,-18.090754
6,-9.925638,-45.24747
6,-0.20898204,12.523966
3,-23.372923,-1.911482
1,40.68264,-8.795096
7,28.58101,49.701653
6,-1.7091868,-56.334038
5,-24.852703,-21.283403
5,-15.542922,26.404505
7,23.944195,46.870693
6,-2.604155,-57.47073
5,-23.760162,26.987713
6,8.564868,5.7459626
2,-12.693142,-31.020437
1,44.877937,-14.514957
7,34.48889,35.23856
7,11.553938,42.529873
2,23.97167,-16.821188
7,31.400084,27.500076
3,-20.232803,-0.7718862
6,-4.190173,-48.43329
7,21.659853,49.22036
6,2.1747332,9.588834
5,-34.285286,12.634052
3,46.631817,-16.063612
7,2.7526097,31.061575
7,32.05596,44.510128
6,-8.356682,6.341454
4,7.3166885,48.029457
0,-52.662918,-36.337543
7,31.057468,34.65854
3,-9.357371,-8.171823
0,-42.896442,-31.70249
6,-4.937255,-41.45598
3,-12.978161,-18.448782
7,-33.55908,-6.771948
7,33.111076,33.07878
1,30.544233,-29.866549
7,18.114328,29.986322
5,-38.514454,-4.859489
3,-13.430275,-19.596798
6,0.9103805,-51.00878
0,-43.32651,-31.883942
7,1.8879933,59.05183
2,17.29293,-6.2982006
6,-8.575698,-1.6935284
0,-58.765842,-27.508282
7,-16.874,39.403255
1,46.04418,-15.688517
6,-21.851677,-53.719433
0,-57.60083,-32.055824
0,-53.26622,-21.897926
1,44.712326,-14.71412
7,-15.375674,42.411392
0,-57.12787,-33.24707
0,-50.242416,-22.152025
4,7.558204,47.94067
2,24.534,-11.787876
1,45.362995,-16.759733
7,-22.112045,47.081028
0,-41.609386,-31.97967
3,-20.689474,-2.8204536
4,5.4140105,48.43017
4,-21.09671,52.635963
7,32.499046,34.000923
5,-34.841698,17.5546
7,17.918005,30.046787
6,1.2933817,-2.7134545
2,9.420504,-19.941957
0,-54.787426,-20.353134
0,-41.564526,-32.10389
6,-1.8574492,5.4083323
6,-4.166087,-48.431156
2,29.003931,-10.5130005
2,9.251596,-20.031708
7,32.268284,36.865982
6,-5.256383,-49.350525
1,33.661343,-27.856518
2,11.413669,-19.107061
7,0.23040664,37.328598
2,11.981347,-19.078781
6,1.4974366,-45.14266
7,8.696082,41.082615
7,29.755205,42.992805
7,9.6943035,41.41021
5,-27.272163,30.837732
0,-52.847313,-33.4779
6,1.0611963,-44.563637
1,43.556274,-2.282865
5,-34.513695,18.616861
2,-1.0565706,-20.9659
4,-8.604881,53.371105
3,-28.832355,-5.4932656
7,10.476744,30.922682
4,45.702328,8.685287
7,3.864333,36.81771
5,-16.566797,20.064007
6,-23.864857,-51.500183
6,0.037755754,-47.126945
7,-22.407497,45.807514
7,36.541973,35.79169
6,-12.325841,-48.762398
6,10.946857,0.42150497
5,-35.072716,-5.38008
7,21.072672,21.946518
7,29.198687,37.695328
0,-3.4853415,-12.18266
6,-21.019075,-53.259937
1,44.71257,1.0064512
7,-5.47812,36.741264
2,-2.3256009,-20.229053
3,-34.27851,-8.51789
3,-20.216553,4.473013
5,-21.667725,26.41855
4,11.736379,22.470068
3,-25.157175,-1.8418715
5,-13.686164,24.5858
6,5.7725587,14.241032
6,3.9057329,-49.929348
3,-9.683826,-8.067501
7,39.66418,26.195877
2,7.5514674,-12.80342
6,12.447268,6.958678
4,-21.93466,53.28443
7,20.863237,21.570942
5,-20.00277,22.699142
0,-51.12863,-33.989643
2,-11.51632,-32.96573
1,40.34832,-7.8684354
4,-11.177698,46.23655
2,-2.9731746,-19.13649
4,-22.071823,56.18688
3,-29.708317,-9.0530405
1,37.200493,-27.462824
7,35.066578,25.372284
1,28.942793,-33.93088
6,12.1158,7.4211826
0,-43.23281,-19.517143
7,26.842968,17.2144
6,-7.8820014,-52.115047
6,10.224865,7.8728013
1,35.919838,-16.40966
7,25.231245,19.749704
4,-21.263346,52.91568
4,46.793476,7.9701447
7,-9.900857,47.782825
1,38.4059,-2.4153657
6,2.3099742,-3.1296036
7,26.730022,20.593904
6,-21.045916,-55.25958
5,-15.129231,21.306871
5,-25.230843,13.719973
3,-18.15569,-10.477087
3,-18.819927,-4.51907
0,-51.845,-31.522816
1,32.706974,-35.65149
4,45.135548,5.9332438
3,-22.906694,-3.2013686
6,10.7876425,7.7993207
3,-11.67844,-11.263646
4,46.996845,5.617609
2,1.324667,-26.678932
0,-52.44794,-33.93802
7,37.935814,41.889763
5,-13.041352,26.38014
5,-28.582285,8.574508
1,45.20799,-5.7287683
6,-1.9110767,4.280169
5,-16.333376,20.285004
3,-20.516876,-6.8901954
4,12.758162,21.799519
6,-21.728815,-51.4685
0,-54.129585,-34.162666
5,-31.32653,14.70437
7,20.201422,20.965017
2,25.430866,-25.618214
6,-8.222399,-53.326626
6,-21.970753,-50.39957
0,-57.23663,-33.58688
1,37.35174,-11.341792
1,43.588768,-0.51026905
4,-8.221521,40.798737
7,35.2949,29.870478
7,14.247006,29.525629
0,-53.93195,-34.97662
0,-46.220905,-19.799889
6,0.48144853,-47.833767
6,-21.647135,-49.77236
6,12.160804,8.321055
6,-4.8651237,-41.15653
7,23.92547,23.451614
4,-9.762691,49.776825
5,-15.799498,18.75481
2,8.124232,-15.627235
4,46.81557,8.73926
0,43.944523,-18.71644
7,36.081547,28.17122
5,-30.298195,20.007723
6,3.7754734,-49.705635
5,-28.602991,9.706465
0,-52.33151,-32.75705
7,-20.892746,49.328083
6,12.910035,2.6786094
6,-13.979767,-46.156338
1,38.99592,-2.137989
7,-23.844303,44.753532
7,35.814205,28.363573
5,-26.864231,11.955071
7,35.54831,29.43754
5,-38.65138,-3.9870262
1,48.180653,0.21839997
1,32.909145,-25.778847
3,-20.728895,-17.451204
0,-52.86431,-17.007128
2,17.891104,-2.8066897
0,-54.80136,-15.509628
3,-17.945435,-10.6581745
6,-8.618506,7.657902
1,52.008785,2.8862314
6,-16.139168,-41.99171
4,46.69275,8.732015
6,-24.407713,-49.753143
2,-2.5893595,-19.43059
6,-16.69262,-46.90837
4,46.116882,9.002136
6,1.9912626,7.022727
6,9.20388,7.527121
1,30.718739,-33.01335
4,45.021927,5.9219522
4,-9.130584,51.493847
7,20.290676,20.774897
1,30.78275,-30.414082
2,-1.9699931,-20.77501
2,1.5929335,-10.468404
3,-18.78162,-11.357565
7,-7.824825,39.066513
6,-0.42364395,-46.65238
4,27.61061,-29.599152
7,21.04781,25.979399
5,-31.901133,15.84718
6,3.945693,-49.268887
2,5.8819222,-28.11241
3,-21.335825,-16.579039
7,-11.876272,53.99549
2,-2.1859164,-19.245323
6,-16.250261,-49.498363
2,-2.307028,-19.72474
7,24.306744,46.64981
4,9.5729065,20.617018
3,-20.766329,5.9095774
6,-3.4412866,-52.556694
4,-5.8888416,46.54015
7,26.253334,20.106668
7,29.309744,35.158184
0,-53.448063,-34.45941
2,30.453949,-15.252097
2,17.889784,-2.7726033
7,11.831987,44.918076
5,-15.871158,20.775259
4,-13.21188,46.371574
5,-17.150242,19.242256
0,-42.60138,-22.044613
1,44.812138,-1.8609641
4,-12.107715,42.908752
3,-28.484673,0.30793467
6,-16.915977,-46.997242
3,-29.476652,-6.284957
2,3.7566006,-25.260414
7,20.706606,22.145517
7,18.1106,43.939247
5,-14.285255,17.36778
3,-22.246393,-0.2245085
7,36.918987,25.032646
0,-52.34632,-15.943144
7,26.072416,24.116224
5,-27.334312,8.425804
6,13.136515,6.228495
3,-11.8169,-11.761222
2,-2.6669385,-18.780777
0,-55.774433,-14.261491
1,47.24107,1.3297603
6,4.639028,-2.0116773
3,-16.873432,-10.712718
0,-35.09987,-28.794014
1,48.713116,1.7928796
2,23.618734,-15.909617
3,-18.217241,-13.969198
4,-12.356824,51.82379
0,-49.4965,-27.144077
0,-46.977295,-22.066042
1,34.15819,-19.277782
7,-11.555205,59.16003
2,21.731592,-18.19701
7,25.85696,20.855003
3,-24.36837,-16.29047
7,14.482642,28.716854
4,-0.93646723,50.36246
2,31.453287,0.3832935
5,-22.434229,21.166626
6,-7.6309805,3.9683127
6,-2.141996,-46.70411
7,17.918804,43.949116
7,32.911472,39.712147
7,-16.764652,48.652092
6,7.0532136,6.0465503
7,-12.838597,55.000534
7,15.453218,33.860817
2,4.9799705,-23.659212
0,-55.41079,-26.028025
0,-53.029644,-20.397238
1,37.564392,-5.516122
4,-5.6188545,51.75891
2,14.972396,-18.40935
4,-8.190589,52.95366
3,-28.61548,-4.639418
7,-11.524424,51.22338
4,-0.97658604,50.982513
3,-21.372755,-9.647404
5,-19.789198,25.152687
7,26.534283,44.032715
6,-6.3056464,-52.522053
5,-21.668074,26.101124
7,31.936337,38.867
1,34.42761,-27.141157
6,6.1360354,8.458763
6,0.81484765,-59.37403
7,17.115143,33.08029
3,-21.477085,0.38144407
0,-54.947517,-21.40597
4,-17.517471,55.109497
1,41.0115,-11.033427
2,8.274821,-9.094706
2,15.023596,-18.270735
5,-36.70215,15.664672
3,-24.402456,-16.523373
7,35.12295,53.498367
4,1.1187296,49.45742
1,30.907598,-29.073563
7,35.324867,45.23864
7,28.801964,-6.2129774
6,3.846137,3.2330296
1,36.64963,-12.143904
7,17.568348,31.962833
2,6.126546,-12.254211
3,-25.234953,-16.934198
2,20.024187,-0.21514778
4,-1.0003976,49.71537
0,-58.956127,-21.800636
1,40.083603,-10.954329
6,-4.4010906,9.208244
4,6.2167835,29.487614
3,-11.245431,-9.444354
6,-6.9548965,-51.307316
5,-35.667057,-11.633553
6,-1.483135,-46.71387
4,-16.603176,52.656883
7,33.34526,40.225777
7,-35.44963,-15.66987
3,-27.41433,-1.3614752
1,29.992071,-37.606846
3,-26.841412,-0.7586782
0,-54.794147,-32.945156
2,4.3192673,-24.596785
1,36.522728,-7.100171
1,36.57944,-6.807164
0,-41.58332,-15.3174305
7,13.143269,38.14853
7,-7.7510195,45.503426
4,0.8216821,54.908157
6,-3.048367,-41.874187
7,32.89249,39.162205
6,-24.506128,-48.994007
3,-25.202782,-13.279276
5,-26.98128,19.946915
5,-22.099657,21.189758
4,-8.391973,49.29888
4,1.694733,48.908207
6,-13.518223,-46.24295
7,4.9065385,41.082256
1,30.998455,-35.690735
1,35.820477,-8.862943
3,-28.358765,-3.3682096
1,36.57297,-14.319421
1,30.734486,-27.196653
0,-52.274895,-24.888462
5,-34.11148,19.849445
1,36.0883,-7.51404
4,31.126543,-22.515062
4,-1.8719503,35.442375
6,-11.474617,-48.895428
6,-6.2926965,-51.39927
6,-14.044046,-50.135674
0,-49.419888,-23.002
1,29.971756,-30.63183
2,16.85753,-17.481096
0,-43.559772,-29.886337
6,6.4757833,8.766048
2,27.432066,-15.028096
2,6.693738,-21.150227
1,32.508335,-30.944002
1,40.91723,-11.252684
3,-25.773087,-10.884815
7,35.35757,46.597683
7,-1.2983491,42.091022
5,-27.620123,28.738424
3,-12.744658,-9.49006
0,-54.114407,-19.493746
2,-1.8067468,-26.368721
0,-56.953747,-17.459192
6,-10.708745,-52.29285
2,13.425433,-15.693078
7,19.103565,25.546848
0,-57.567017,-18.801455
7,26.381529,40.14284
6,-6.3155212,-52.7493
7,-10.753941,52.58044
7,3.2806587,39.51191
1,37.076794,-11.825516
2,10.6248,-9.815304
7,1.9401088,35.401276
3,-24.473104,-14.300675
4,-0.14335482,44.775497
7,32.69001,40.410824
7,-8.697851,43.387142
6,1.6436211,-46.20256
0,-47.6062,-18.37684
7,3.248424,40.4839
4,-8.505737,40.210953
6,7.1282578,6.141286
7,25.021385,42.127357
7,32.795044,39.320877
7,-8.498793,47.555412
6,6.229388,6.3414454
6,5.1348624,-44.220463
7,4.476695,41.06236
5,-32.93843,-11.792519
2,7.997016,-12.36822
2,19.543419,-6.20832
2,8.1500225,-12.301809
3,-25.378592,0.4959561
7,5.048111,42.309025
6,14.831733,3.3854592
6,11.229687,10.6221
6,-6.460902,0.90412253
6,-0.44914317,-49.346054
4,-0.2804999,44.74547
4,8.257838,30.090946
4,-9.616805,52.024414
4,7.927313,27.388376
2,8.555934,-28.660067
4,8.361934,30.296286
6,-16.796793,-56.20554
0,-52.8199,-17.522034
7,26.992939,38.941715
0,-54.11929,-18.182833
7,1.765091,22.501183
6,3.6811872,6.2835965
2,8.145236,-30.473148
0,-56.219055,-24.663805
6,17.028595,9.967525
6,5.498663,6.6337814
3,-31.864628,-5.1721478
6,-0.8961662,-48.48431
6,-1.9729314,6.142499
6,-7.2055807,-54.33701
6,-22.969074,-51.27485
6,4.6225123,1.6505101
6,-28.120405,-26.486975
5,-18.891304,24.12481
1,29.58834,-33.085712
1,39.38149,-12.0993
6,4.3687296,11.43348
7,34.749214,39.308193
6,-26.559553,3.2019644
3,-18.08422,-15.265124
6,-13.251646,-46.96887
6,8.350109,8.998272
7,-7.927015,45.641426
5,-21.33739,23.728401
0,-42.410107,-17.045694
0,-58.675625,-25.262812
0,-54.313404,-13.792525
3,-18.6328,-15.973956
2,11.411599,-25.542849
6,2.130334,-48.769184
6,-18.4306,-49.068153
7,35.49196,38.68939
6,14.719708,34.51896
3,-18.40282,-16.304033
5,-28.21133,24.69313
1,37.568863,-10.597663
4,-5.793957,43.046177
3,-28.09439,-2.0496829
5,-19.197298,25.362816
7,17.947828,35.199863
4,25.95789,-31.89554
5,-20.255377,21.9241
4,6.534797,-39.87175
1,50.305313,-2.913602
1,32.502415,-25.683474
5,-22.30644,22.736774
4,8.870729,29.290047
0,-56.819454,-26.537796
7,-12.041841,53.796833
7,29.37746,1.103397
1,34.758118,-29.290447
2,9.4268465,-9.365188
5,-13.641402,-0.27485
7,35.51646,45.738075
7,-16.731739,45.903633
4,1.7652799,54.984646
0,-60.20815,-23.12916
3,-9.306957,-12.088877
6,-11.292784,-50.958084
1,41.69559,-10.223552
7,29.195248,-4.3314805
7,35.550453,38.384377
5,-32.15376,17.253504
6,3.1276965,-47.750317
3,-21.917873,-4.849426
0,-50.152943,-23.686447
1,32.00067,-34.228035
1,40.042408,-23.65172
4,-15.781431,51.061554
2,17.805338,-13.887004
4,-11.794739,45.745266
3,-35.497402,-0.082795724
6,-6.1398044,-53.44965
4,-0.58542395,54.35084
7,33.32561,-1.813252
5,-31.392893,15.399886
7,26.222868,41.804066
6,-13.25199,-55.50266
7,-3.44631,37.79538
7,36.15038,51.67222
2,22.554405,-12.478261
6,-1.9183595,5.7976537
4,3.4908783,30.754118
7,-9.102696,47.234474
6,6.133448,-0.2155616
0,-51.261795,-23.30752
7,31.440287,52.21967
1,43.194878,-17.940857
1,51.909973,-0.5660794
2,20.060556,-12.093069
3,-24.2975,-7.8479795
3,-17.248363,37.934273
5,-27.745575,9.437968
4,6.9893966,49.755722
6,-8.027928,-44.258713
5,-21.898176,23.685238
0,-53.44637,-20.459112
6,-7.5278125,-48.76974
3,-26.767159,-14.313594
7,36.85181,50.05716
3,-28.447105,3.5999641
6,0.73955995,12.416178
2,22.051579,-18.352283
7,37.962803,-15.040079
0,-62.231632,-19.68234
0,-43.22417,-25.087507
7,-4.061291,40.7885
1,39.73273,-19.177
2,21.042936,-16.254274
2,20.184235,-11.803969
7,-1.0390904,42.051067
3,-35.566494,-0.4027608
7,-8.80223,46.811157
4,4.3482566,48.683624
6,-21.25249,-51.710716
5,-41.957504,-5.956131
2,20.032694,-0.20691444
6,2.2332087,-45.360847
6,-0.97520494,-42.45027
7,32.998955,33.146046
6,-21.517149,-50.08229
6,9.579475,5.819149
2,15.095828,-18.267607
7,19.50713,26.90123
2,7.8742294,-16.316439
0,-49.285526,-24.646513
6,-13.358958,-40.825047
7,24.073215,41.227386
2,7.476993,-13.138131
6,7.4330163,9.313853
6,-4.052471,-41.40212
7,2.3254755,38.241985
0,-13.365743,-32.906643
7,17.090467,36.712852
6,6.163592,-44.15168
0,-44.88097,-25.656944
3,-27.52165,-13.538537
1,45.72687,-13.932063
1,34.809017,-22.461767
4,0.7411359,51.4204
7,-18.198624,49.76423
5,-29.86191,-20.286308
6,-2.3560236,0.35224515
1,47.94604,-5.9695005
0,-27.453688,45.417423
6,2.0036905,-45.43992
6,-21.649033,-49.600185
7,29.836676,36.66568
2,11.693898,-8.291244
3,-23.234745,-12.162577
4,-6.256994,50.462894
2,0.790047,-25.296886
3,-19.435705,8.471553
7,3.5046911,40.69863
0,-56.428326,-15.831919
0,-48.871758,-25.022594
4,-1.9538264,32.502014
5,-26.700417,-19.798048
0,-59.171776,-24.455885
6,3.4744186,-44.546116
4,-11.117031,50.055256
7,33.698574,32.95612
4,-5.9286137,48.07539
3,-21.864399,-16.719013
1,32.6015,-20.956419
7,13.622912,30.257566
3,-11.573741,-12.178791
7,2.251196,34.151695
7,-14.514683,41.043053
3,-23.549965,-13.235752
1,35.642796,-31.364304
6,1.148264,5.5923557
7,31.828993,33.0808
1,34.87852,-21.78468
7,30.250778,54.21156
2,20.03745,-19.45073
6,9.017136,40.21431
7,2.146303,38.128666
7,-11.939581,43.53682
6,-2.2526815,-45.43209
2,8.35329,-29.622793
7,31.572126,44.21049
2,15.279832,-20.495394
5,-26.442274,-20.3396
0,-52.646816,-34.699574
6,-9.381042,-50.27581
7,23.819273,48.145145
3,-25.451822,2.533965
7,-8.442564,46.17105
5,-39.009495,-4.6118317
7,-8.552914,42.482952
0,-57.522743,-32.59033
6,-11.55417,-2.810433
5,-24.051884,18.007658
6,-8.183655,1.1827753
4,4.601925,48.273678
7,-7.793341,37.264606
0,-44.388195,-25.608608
5,-19.621058,25.117853
3,-15.008535,-18.495897
2,11.652192,-25.99083
4,1.0721613,43.842766
6,-9.481712,7.031757
7,22.665665,39.61338
4,-3.4215841,56.032955
1,35.91739,-9.940124
5,-28.262491,8.307432
4,-2.1035302,53.822426
6,-17.588797,-54.670685
3,-34.661407,-24.71448
7,-8.083418,36.0484
7,32.2818,45.33704
7,-15.103539,43.38332
6,-5.4970984,-46.274277
6,-3.021302,-51.310425
2,20.168148,-12.271093
2,29.054125,-10.460857
1,43.00915,-17.389128
6,-13.043617,-47.172737
5,-23.995226,18.079918
4,2.4201746,29.620691
5,-26.819437,-20.753494
3,-20.877901,-0.2766659
0,-59.385258,-22.60781
5,-32.532146,10.442093
5,-39.907814,-7.6901035
2,11.418478,-8.803465
0,-58.816555,-32.19257
5,-13.741495,-38.65106
6,2.6012962,4.888098
6,-7.819816,8.087314
4,5.671135,47.03498
2,-0.055429395,-17.710339
6,-5.864152,-49.18352
7,13.110295,32.63371
7,31.78621,45.60625
1,35.443745,-32.154194
0,-56.775475,-32.03839
2,8.3731985,-7.0066347
3,-23.53088,-11.694603
1,29.748207,-28.41351
6,1.1754382,5.6664057
7,-10.52646,58.83362
1,36.418476,-25.78373
6,-6.9222007,8.910023
2,18.660934,-21.97616
7,32.234642,-1.150948
2,19.772438,-21.76717
6,-13.954322,-47.90895
3,-22.351358,-5.3211856
2,20.65436,-8.370042
3,-17.45214,-18.586805
7,26.642897,47.26448
6,0.76030356,-45.161957
6,-3.3223698,1.1008562
7,31.670599,46.18529
5,-28.56231,13.707604
3,-21.999763,-7.995205
6,-5.955925,-5.1200466
4,-3.7106695,50.75882
4,-22.110582,49.850994
7,11.412124,39.767853
4,-3.3888054,48.25905
6,-13.734951,-56.272926
4,-18.572283,54.173054
5,-26.561815,-20.383934
5,-26.687052,-22.689922
1,45.01219,-15.19723
1,30.060465,-37.576164
7,3.5917053,38.90224
3,-8.587305,-9.834486
6,5.1988163,4.4605656
6,38.909985,-23.159904
1,46.80441,-10.190058
4,7.8534007,32.762836
1,40.858982,-4.4508224
7,27.444048,35.44517
5,-20.376726,22.904758
4,-4.1684365,38.550938
0,-59.434956,-22.489485
4,-5.7262163,49.711
2,1.303115,-24.57877
7,27.700794,39.514965
7,25.712988,41.889374
5,-37.285824,-9.997036
6,-1.9458276,0.52283454
0,-48.73029,-16.547966
6,-5.7091546,-46.490673
7,-11.779121,51.004726
6,2.3890986,-45.278324
6,-14.088508,-41.071163
6,-3.1255126,6.0497437
7,-3.3738608,45.7142
2,9.010216,-27.400467
0,-39.923256,-25.937086
6,-0.9987737,6.310664
6,-36.60663,-7.6785526
4,-2.2810578,50.52028
6,11.182437,-0.07567867
4,5.839622,49.095505
4,-9.603563,40.979336
2,19.827711,-21.825682
3,-19.585339,-0.2983085
2,18.650766,-21.993425
3,-21.509844,-19.38903
6,0.5929187,10.761276
2,-12.688706,-5.3551087
0,-58.814793,-32.10512
5,-31.021835,-14.202836
0,-46.492176,-27.599451
0,-47.944927,-26.23914
1,36.998974,-10.927966
0,-52.235603,-24.67981
2,8.44398,-25.435389
1,38.496777,-12.835445
3,-23.842777,-7.9042516
3,-23.318235,-5.1764145
4,4.9113665,46.37196
7,30.369175,48.357883
5,-29.400898,11.206484
3,-38.63498,12.909389
6,-13.859133,-51.760887
1,37.764927,-28.01125
7,28.31563,51.940063
6,-14.084099,-41.75569
6,-3.8545363,7.0385785
3,28.875721,41.498337
7,2.689756,35.2905
0,-52.042583,-18.949303
